#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Hbxip	Pten	2113731	2094170	10090.ENSMUSP00000129012	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.468	0.468
Cyp20a1	Aifm3	2102278	2095829	10090.ENSMUSP00000050823	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.468	0.468
Fgf4	Scx	2103297	2100949	10090.ENSMUSP00000056752	10090.ENSMUSP00000043668	0	0	0	0	0	0	0	0.468	0.468
Cyp2j12	Aifm3	2114484	2095829	10090.ENSMUSP00000133811	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.468	0.468
Pecam1	Pou5f1	2107015	2096242	10090.ENSMUSP00000079664	10090.ENSMUSP00000025271	0	0	0	0	0	0	0	0.467	0.467
Tax1bp1	Jun	2106996	2102864	10090.ENSMUSP00000079548	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.466	0.466
Dnajc25	Acaca	2108738	2094986	10090.ENSMUSP00000092680	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.465	0.465
Dnajb14	Acaca	2108041	2094986	10090.ENSMUSP00000087641	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.465	0.465
Dnaja3	Acaca	2102787	2094986	10090.ENSMUSP00000053842	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.465	0.465
Jun	Eln	2102864	2094248	10090.ENSMUSP00000054270	10090.ENSMUSP00000015138	0	0	0	0	0	0	0	0.465	0.465
Dnajb3	Acaca	2112276	2094986	10090.ENSMUSP00000112703	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.465	0.465
Pms1	Rfc4	2096843	2095884	10090.ENSMUSP00000027267	10090.ENSMUSP00000023598	0	0	0	0	0	0.410	0	0.130	0.464
Igf2	Jun	2112474	2102864	10090.ENSMUSP00000114076	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.463	0.463
Gbp2	Irf1	2114300	2094594	10090.ENSMUSP00000132435	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.464	0.463
Ubqlnl	Rpsa	2103228	2099357	10090.ENSMUSP00000056365	10090.ENSMUSP00000035105	0	0	0	0	0	0.421	0	0.111	0.463
Eln	Phb2	2094248	2093597	10090.ENSMUSP00000015138	10090.ENSMUSP00000004375	0	0	0	0	0	0	0	0.463	0.463
Acnat1	Aldob	2108746	2097712	10090.ENSMUSP00000092702	10090.ENSMUSP00000029987	0	0	0	0	0	0	0	0.464	0.463
Taf1a	Gtf3c4	2109059	2100718	10090.ENSMUSP00000094808	10090.ENSMUSP00000042265	0	0	0	0	0	0	0	0.463	0.463
Doc2a	Ypel3	2105296	2099785	10090.ENSMUSP00000070119	10090.ENSMUSP00000037332	0	0	0	0	0	0	0	0.463	0.463
Smad1	Ypel3	2105441	2099785	10090.ENSMUSP00000071035	10090.ENSMUSP00000037332	0	0	0	0	0	0.461	0	0	0.461
Kifap3	Kif15	2106496	2099455	10090.ENSMUSP00000076830	10090.ENSMUSP00000035490	0	0	0	0	0	0.103	0	0.423	0.461
Txn2	Cct3	2093698	2093234	10090.ENSMUSP00000005487	10090.ENSMUSP00000001452	0	0	0	0	0	0.322	0	0.238	0.461
Rap1a	Prkg1	2108107	2105868	10090.ENSMUSP00000088174	10090.ENSMUSP00000073268	0	0	0	0	0	0.141	0	0.399	0.461
Prkg1	Rheb	2105868	2097962	10090.ENSMUSP00000073268	10090.ENSMUSP00000030787	0	0	0	0	0	0.141	0	0.399	0.461
Fbxo36	Fbxo47	2109155	2108521	10090.ENSMUSP00000095276	10090.ENSMUSP00000091471	0	0	0	0	0	0	0	0.462	0.461
Mapk4	Pten	2108273	2094170	10090.ENSMUSP00000089462	10090.ENSMUSP00000013807	0	0	0	0	0	0.357	0	0.196	0.461
Pcyt1a	Acaca	2106860	2094986	10090.ENSMUSP00000078721	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.460	0.460
Tek	Jun	2110387	2102864	10090.ENSMUSP00000099862	10090.ENSMUSP00000054270	0	0	0	0	0	0.115	0	0.415	0.460
Iffo2	Aifm3	2114510	2095829	10090.ENSMUSP00000134062	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.459	0.459
Rgs9bp	Grk1	2104666	2098897	10090.ENSMUSP00000065511	10090.ENSMUSP00000033827	0	0	0	0	0	0	0	0.459	0.459
Rps27a	Uba3	2110414	2107932	10090.ENSMUSP00000099908	10090.ENSMUSP00000086701	0	0	0	0	0	0.348	0	0.204	0.459
Calhm1	Ctnna3	2111570	2106103	10090.ENSMUSP00000107444	10090.ENSMUSP00000074606	0	0	0	0	0	0	0	0.459	0.459
Aldh1b1	Aifm3	2100521	2095829	10090.ENSMUSP00000041260	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.459	0.459
Gm12597	Irf1	2110396	2094594	10090.ENSMUSP00000099873	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.458	0.458
Rfc4	Rpl10	2095884	2093973	10090.ENSMUSP00000023598	10090.ENSMUSP00000008826	0	0	0	0	0	0.309	0	0.246	0.457
Wdr59	Pes1	2100950	2094954	10090.ENSMUSP00000043671	10090.ENSMUSP00000020705	0	0	0	0	0	0.214	0	0.338	0.457
Gk2	Yars	2102518	2093226	10090.ENSMUSP00000052226	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.457	0.457
Ptprb	Best3	2108311	2094849	10090.ENSMUSP00000089805	10090.ENSMUSP00000020378	0	0	0	0	0	0	0	0.456	0.456
Pgam5	Hsp90aa1	2111656	2095266	10090.ENSMUSP00000108124	10090.ENSMUSP00000021698	0	0	0	0	0	0	0	0.455	0.456
Eef1a1	Rps26	2100750	2096602	10090.ENSMUSP00000042457	10090.ENSMUSP00000026420	0	0	0	0	0	0.420	0	0.101	0.456
Gm5745	Rpsa	2107439	2099357	10090.ENSMUSP00000082452	10090.ENSMUSP00000035105	0	0	0	0	0	0.416	0	0.107	0.456
Bglap	Smad1	2106250	2105441	10090.ENSMUSP00000075425	10090.ENSMUSP00000071035	0	0	0	0	0	0	0	0.456	0.456
Gm3550	Rplp1	2110572	2093941	10090.ENSMUSP00000100655	10090.ENSMUSP00000008036	0	0	0	0	0	0.418	0	0.102	0.455
Tbpl2	Actg2	2106963	2106112	10090.ENSMUSP00000079309	10090.ENSMUSP00000074658	0	0	0	0	0	0.146	0	0.388	0.455
Map3k6	Hsp90b1	2097927	2094799	10090.ENSMUSP00000030677	10090.ENSMUSP00000020238	0	0	0	0	0	0.420	0	0.100	0.455
Lrrc8b	Rheb	2111685	2097962	10090.ENSMUSP00000108327	10090.ENSMUSP00000030787	0	0	0	0	0	0.115	0	0.409	0.454
Rheb	Lgr5	2097962	2094842	10090.ENSMUSP00000030787	10090.ENSMUSP00000020350	0	0	0	0	0	0.115	0	0.409	0.454
Lrrc4c	Rheb	2113123	2097962	10090.ENSMUSP00000125218	10090.ENSMUSP00000030787	0	0	0	0	0	0.115	0	0.409	0.454
Rtn4rl2	Rheb	2103442	2097962	10090.ENSMUSP00000057725	10090.ENSMUSP00000030787	0	0	0	0	0	0.115	0	0.409	0.454
Lrrd1	Kras	2100042	2098474	10090.ENSMUSP00000038675	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.409	0.454
Lrrc4c	Rap1a	2113123	2108107	10090.ENSMUSP00000125218	10090.ENSMUSP00000088174	0	0	0	0	0	0.115	0	0.409	0.454
Rap1a	Lrrd1	2108107	2100042	10090.ENSMUSP00000088174	10090.ENSMUSP00000038675	0	0	0	0	0	0.115	0	0.409	0.454
Rtn4rl2	Kras	2103442	2098474	10090.ENSMUSP00000057725	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.409	0.454
Rap1a	Rtn4rl2	2108107	2103442	10090.ENSMUSP00000088174	10090.ENSMUSP00000057725	0	0	0	0	0	0.115	0	0.409	0.454
Lrrc8b	Rap1a	2111685	2108107	10090.ENSMUSP00000108327	10090.ENSMUSP00000088174	0	0	0	0	0	0.115	0	0.409	0.454
Bcat2	Yars	2098680	2093226	10090.ENSMUSP00000033098	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.454	0.454
Sumo2	Rps27a	2112537	2110414	10090.ENSMUSP00000115044	10090.ENSMUSP00000099908	0	0	0	0	0	0.070	0	0.437	0.454
Lrrc4c	Kras	2113123	2098474	10090.ENSMUSP00000125218	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.409	0.454
Rheb	Shoc2	2097962	2096464	10090.ENSMUSP00000030787	10090.ENSMUSP00000025932	0	0	0	0	0	0.115	0	0.409	0.454
Jun	Tbk1	2102864	2094831	10090.ENSMUSP00000054270	10090.ENSMUSP00000020316	0	0	0	0	0	0.080	0	0.430	0.454
Lrrd1	Rheb	2100042	2097962	10090.ENSMUSP00000038675	10090.ENSMUSP00000030787	0	0	0	0	0	0.115	0	0.409	0.454
Rap1a	Lgr5	2108107	2094842	10090.ENSMUSP00000088174	10090.ENSMUSP00000020350	0	0	0	0	0	0.115	0	0.409	0.454
Lrrc8b	Kras	2111685	2098474	10090.ENSMUSP00000108327	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.409	0.454
Fancm	Xrcc5	2102958	2096880	10090.ENSMUSP00000054797	10090.ENSMUSP00000027379	0	0	0	0	0	0	0	0.452	0.452
Unc13b	Doc2b	2111016	2095108	10090.ENSMUSP00000103586	10090.ENSMUSP00000021209	0	0	0	0	0	0.106	0	0.411	0.451
Lrit1	Ddx19b	2112458	2104853	10090.ENSMUSP00000113964	10090.ENSMUSP00000066806	0	0	0	0	0	0	0	0.451	0.451
Grk1	Gucy2e	2098897	2095120	10090.ENSMUSP00000033827	10090.ENSMUSP00000021259	0	0	0	0	0	0	0	0.451	0.451
Hmgb1	Jun	2107460	2102864	10090.ENSMUSP00000082682	10090.ENSMUSP00000054270	0	0	0	0	0	0.214	0	0.330	0.450
Igf2	Hsp90b1	2112474	2094799	10090.ENSMUSP00000114076	10090.ENSMUSP00000020238	0	0	0	0	0	0	0	0.450	0.450
Acaca	Mrpl22	2094986	2094979	10090.ENSMUSP00000020843	10090.ENSMUSP00000020820	0	0	0	0	0	0.392	0	0.132	0.449
Pecam1	Kras	2107015	2098474	10090.ENSMUSP00000079664	10090.ENSMUSP00000032399	0	0	0	0	0	0	0	0.449	0.449
Gne	Sec11c	2097782	2096278	10090.ENSMUSP00000030201	10090.ENSMUSP00000025394	0	0	0	0	0	0	0	0.449	0.449
Pes1	Ddx50	2094954	2094812	10090.ENSMUSP00000020705	10090.ENSMUSP00000020270	0	0	0	0	0	0.298	0	0.246	0.448
Defa3	Adc	2109478	2097897	10090.ENSMUSP00000096492	10090.ENSMUSP00000030581	0	0	0	0	0	0	0	0.448	0.448
Hsdl1	Pck2	2101083	2100015	10090.ENSMUSP00000044371	10090.ENSMUSP00000038555	0	0	0	0	0	0	0	0.448	0.448
Sf3a2	Eif3e	2112649	2095679	10090.ENSMUSP00000117160	10090.ENSMUSP00000022960	0	0	0	0	0	0	0	0.447	0.447
Gm5745	Rplp1	2107439	2093941	10090.ENSMUSP00000082452	10090.ENSMUSP00000008036	0	0	0	0	0	0.416	0	0.092	0.447
Tab2	Irf3	2112869	2093473	10090.ENSMUSP00000121266	10090.ENSMUSP00000003284	0	0	0	0	0	0	0	0.446	0.446
H2-K1	Il13	2096205	2094935	10090.ENSMUSP00000025181	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.446	0.446
Tek	Fgf4	2110387	2103297	10090.ENSMUSP00000099862	10090.ENSMUSP00000056752	0	0	0	0	0	0.242	0	0.299	0.446
Hmgb1	Rpa1	2107460	2093147	10090.ENSMUSP00000082682	10090.ENSMUSP00000000767	0	0	0	0	0	0.421	0	0.084	0.446
Gm12597	Adra2b	2110396	2105580	10090.ENSMUSP00000099873	10090.ENSMUSP00000071798	0	0	0	0	0	0	0	0.446	0.446
Ftsj3	Ddx50	2095054	2094812	10090.ENSMUSP00000021048	10090.ENSMUSP00000020270	0	0	0	0	0	0.368	0	0.158	0.445
Rpl21-ps4	Rpsa	2106932	2099357	10090.ENSMUSP00000079127	10090.ENSMUSP00000035105	0	0	0	0	0	0.302	0	0.238	0.445
Usp14	Txnl1	2108302	2096307	10090.ENSMUSP00000089728	10090.ENSMUSP00000025476	0	0	0	0	0	0.409	0	0.099	0.445
Mad2l1	Kif15	2110075	2099455	10090.ENSMUSP00000098897	10090.ENSMUSP00000035490	0	0	0	0	0	0.365	0	0.163	0.445
Efcab14	Pex7	2105995	2094785	10090.ENSMUSP00000074025	10090.ENSMUSP00000020182	0	0	0	0	0	0	0	0.444	0.444
Hist1h2an	Atr	2108261	2099316	10090.ENSMUSP00000089345	10090.ENSMUSP00000034980	0	0	0	0	0	0.169	0	0.359	0.444
Acaca	Hsp90b1	2094986	2094799	10090.ENSMUSP00000020843	10090.ENSMUSP00000020238	0	0	0	0	0	0.068	0	0.428	0.444
Stam	Vps4a	2110465	2099099	10090.ENSMUSP00000100025	10090.ENSMUSP00000034388	0	0	0	0	0	0.042	0	0.444	0.444
Ptgs1	Jun	2103843	2102864	10090.ENSMUSP00000059977	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.443	0.443
Prl	Sstr1	2111400	2099736	10090.ENSMUSP00000105998	10090.ENSMUSP00000037045	0	0	0	0	0	0	0	0.443	0.443
Gm8973	Rplp1	2106868	2093941	10090.ENSMUSP00000078747	10090.ENSMUSP00000008036	0	0	0	0	0	0.412	0	0.092	0.443
Mapk4	Lgr5	2108273	2094842	10090.ENSMUSP00000089462	10090.ENSMUSP00000020350	0	0	0	0	0	0.168	0	0.357	0.442
Pecam1	Jun	2107015	2102864	10090.ENSMUSP00000079664	10090.ENSMUSP00000054270	0	0	0	0	0	0	0	0.442	0.442
Igf2	Inhba	2112474	2101745	10090.ENSMUSP00000114076	10090.ENSMUSP00000047894	0	0	0	0	0	0	0	0.442	0.442
Il13	Itgae	2094935	2093770	10090.ENSMUSP00000020650	10090.ENSMUSP00000006101	0	0	0	0	0	0	0	0.442	0.442
Trmt2b	Pcdhb21	2107709	2103237	10090.ENSMUSP00000084820	10090.ENSMUSP00000056424	0	0	0	0	0	0	0	0.442	0.442
Gm3550	Rpl19	2110572	2094431	10090.ENSMUSP00000100655	10090.ENSMUSP00000017548	0	0	0	0	0	0.415	0	0.084	0.441
Hpdl	Acaca	2104195	2094986	10090.ENSMUSP00000062327	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.441	0.441
Gm7589	Rpsa	2107473	2099357	10090.ENSMUSP00000082771	10090.ENSMUSP00000035105	0	0	0	0	0	0.295	0	0.239	0.440
Mapk4	Shoc2	2108273	2096464	10090.ENSMUSP00000089462	10090.ENSMUSP00000025932	0	0	0	0	0	0.168	0	0.354	0.440
Cyp26c1	Abcg2	2105834	2098315	10090.ENSMUSP00000073105	10090.ENSMUSP00000031822	0	0	0	0	0	0.058	0	0.430	0.440
Hsp90aa1	Rad51l3	2095266	2094584	10090.ENSMUSP00000021698	10090.ENSMUSP00000018985	0	0	0	0	0	0.362	0	0.159	0.440
Cyp20a1	Abcg2	2102278	2098315	10090.ENSMUSP00000050823	10090.ENSMUSP00000031822	0	0	0	0	0	0.058	0	0.430	0.440
Gm10036	Rpsa	2106844	2099357	10090.ENSMUSP00000078670	10090.ENSMUSP00000035105	0	0	0	0	0	0.295	0	0.239	0.440
Tardbp	Smn1	2107284	2095409	10090.ENSMUSP00000081142	10090.ENSMUSP00000022147	0	0	0	0	0	0	0	0.440	0.440
Gm4340	Sf3a2	2114038	2112649	10090.ENSMUSP00000130793	10090.ENSMUSP00000117160	0	0	0	0	0	0.417	0	0.080	0.440
Gm5093	Rpsa	2113554	2099357	10090.ENSMUSP00000127966	10090.ENSMUSP00000035105	0	0	0	0	0	0.295	0	0.239	0.440
H2-Q2	Cd7	2106736	2096529	10090.ENSMUSP00000078138	10090.ENSMUSP00000026159	0	0	0	0	0	0.411	0	0.088	0.439
Rpsa	Rad23a	2099357	2093554	10090.ENSMUSP00000035105	10090.ENSMUSP00000003911	0	0	0	0	0	0.421	0	0.072	0.439
Mlycd	Acnat1	2109343	2108746	10090.ENSMUSP00000095970	10090.ENSMUSP00000092702	0	0	0	0	0	0	0	0.439	0.439
Itga4	Il13	2110328	2094935	10090.ENSMUSP00000099718	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.439	0.439
Rtn4rl2	Cpne7	2103442	2100695	10090.ENSMUSP00000057725	10090.ENSMUSP00000042159	0	0	0	0	0	0	0	0.437	0.437
Gspt1	Hsp90aa1	2106900	2095266	10090.ENSMUSP00000078940	10090.ENSMUSP00000021698	0	0	0	0	0	0.106	0	0.396	0.437
Ankrd36	Acaca	2111325	2094986	10090.ENSMUSP00000105482	10090.ENSMUSP00000020843	0	0	0	0	0	0.047	0	0.432	0.436
Ubqlnl	Rps26	2103228	2096602	10090.ENSMUSP00000056365	10090.ENSMUSP00000026420	0	0	0	0	0	0.397	0	0.104	0.436
Ndufaf2	Ndufs7	2113998	2094843	10090.ENSMUSP00000130532	10090.ENSMUSP00000020361	0	0	0	0	0	0	0	0.436	0.436
Rpl21-ps4	Rps26	2106932	2096602	10090.ENSMUSP00000079127	10090.ENSMUSP00000026420	0	0	0	0	0	0.358	0	0.158	0.436
Aire	Hdac10	2112527	2107227	10090.ENSMUSP00000114904	10090.ENSMUSP00000080832	0	0	0	0	0	0.407	0	0.088	0.436
Appl1	Rheb	2100808	2097962	10090.ENSMUSP00000042875	10090.ENSMUSP00000030787	0	0	0	0	0	0.047	0	0.433	0.436
Trmt2b	Pcdhb19	2107709	2102701	10090.ENSMUSP00000084820	10090.ENSMUSP00000053326	0	0	0	0	0	0	0	0.436	0.436
Rps26	Rad23a	2096602	2093554	10090.ENSMUSP00000026420	10090.ENSMUSP00000003911	0	0	0	0	0	0.397	0	0.104	0.436
Gm8420	Rps26	2114162	2096602	10090.ENSMUSP00000131518	10090.ENSMUSP00000026420	0	0	0	0	0	0.376	0	0.133	0.435
Grk1	Gng11	2098897	2098268	10090.ENSMUSP00000033827	10090.ENSMUSP00000031670	0	0	0	0	0	0.407	0	0.084	0.434
ENSMUSG00000069712	Nsmce2	2109849	2106838	10090.ENSMUSP00000097613	10090.ENSMUSP00000078641	0	0	0	0	0	0.099	0	0.398	0.434
Gm7075	Uba3	2109667	2107932	10090.ENSMUSP00000097258	10090.ENSMUSP00000086701	0	0	0	0	0	0	0	0.434	0.434
Nop14	Nol11	2099982	2094531	10090.ENSMUSP00000038382	10090.ENSMUSP00000018577	0	0	0	0	0	0	0	0.434	0.434
Neu3	St8sia3	2101241	2096308	10090.ENSMUSP00000045222	10090.ENSMUSP00000025477	0	0	0	0	0	0	0	0.434	0.434
Mrpl15	Rplp1	2112558	2093941	10090.ENSMUSP00000115512	10090.ENSMUSP00000008036	0	0	0	0	0	0.423	0	0.059	0.433
Cyp2j12	Abcg2	2114484	2098315	10090.ENSMUSP00000133811	10090.ENSMUSP00000031822	0	0	0	0	0	0.047	0	0.430	0.433
Cyp2c67	Abcg2	2104711	2098315	10090.ENSMUSP00000065796	10090.ENSMUSP00000031822	0	0	0	0	0	0.047	0	0.430	0.433
Cyp2d34	Abcg2	2111271	2098315	10090.ENSMUSP00000105141	10090.ENSMUSP00000031822	0	0	0	0	0	0.047	0	0.430	0.433
Eef1e1	Txnrd3	2093283	2093155	10090.ENSMUSP00000001757	10090.ENSMUSP00000000828	0	0	0	0	0	0.073	0	0.414	0.433
Btaf1	Fancm	2109616	2102958	10090.ENSMUSP00000097093	10090.ENSMUSP00000054797	0	0	0	0	0	0.096	0	0.399	0.433
Pou5f1	Pten	2096242	2094170	10090.ENSMUSP00000025271	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.432	0.432
Prkg1	Gnb3	2105868	2096026	10090.ENSMUSP00000073268	10090.ENSMUSP00000024206	0	0	0	0	0	0	0	0.432	0.432
Gtf3c4	Polr3c	2100718	2097631	10090.ENSMUSP00000042265	10090.ENSMUSP00000029741	0	0	0	0	0	0.111	0	0.388	0.432
Myh6	Hsp90b1	2107169	2094799	10090.ENSMUSP00000080538	10090.ENSMUSP00000020238	0	0	0	0	0	0.400	0	0.092	0.432
Rps27a	Rad23a	2110414	2093554	10090.ENSMUSP00000099908	10090.ENSMUSP00000003911	0	0	0	0	0	0.232	0	0.291	0.432
Cyb5	Ch25h	2113048	2102073	10090.ENSMUSP00000124480	10090.ENSMUSP00000049683	0	0	0	0	0	0.223	0	0.300	0.432
Gm4340	Nxt1	2114038	2099965	10090.ENSMUSP00000130793	10090.ENSMUSP00000038329	0	0	0	0	0	0.093	0	0.399	0.431
Ywhaq	Hsp90aa1	2110492	2095266	10090.ENSMUSP00000100067	10090.ENSMUSP00000021698	0	0	0	0	0	0.100	0	0.394	0.431
Idh1	Suclg2	2109161	2106874	10090.ENSMUSP00000095316	10090.ENSMUSP00000078774	0	0	0	0	0	0	0	0.431	0.431
Tomm22	Hsp90aa1	2095708	2095266	10090.ENSMUSP00000023062	10090.ENSMUSP00000021698	0	0	0	0	0	0	0	0.431	0.431
Mrpl15	Rpl6	2112558	2098248	10090.ENSMUSP00000115512	10090.ENSMUSP00000031617	0	0	0	0	0	0.405	0	0.083	0.431
Gm3150	Grk1	2115481	2098897	10090.ENSMUSP00000137380	10090.ENSMUSP00000033827	0	0	0	0	0	0.407	0	0.081	0.431
Ywhaz	Agtpbp1	2095659	2095372	10090.ENSMUSP00000022894	10090.ENSMUSP00000022040	0	0	0	0	0	0.431	0	0	0.431
Cdh2	Pten	2096201	2094170	10090.ENSMUSP00000025166	10090.ENSMUSP00000013807	0	0	0	0	0	0.059	0	0.421	0.431
Ywhaq	Agtpbp1	2110492	2095372	10090.ENSMUSP00000100067	10090.ENSMUSP00000022040	0	0	0	0	0	0.431	0	0	0.431
Lrrc8b	Mapk4	2111685	2108273	10090.ENSMUSP00000108327	10090.ENSMUSP00000089462	0	0	0	0	0	0.168	0	0.344	0.430
Mapk4	Rtn4rl2	2108273	2103442	10090.ENSMUSP00000089462	10090.ENSMUSP00000057725	0	0	0	0	0	0.168	0	0.344	0.430
Znrf4	Spz1	2103801	2102833	10090.ENSMUSP00000059715	10090.ENSMUSP00000054083	0	0	0	0	0	0	0	0.430	0.430
Lrrc4c	Mapk4	2113123	2108273	10090.ENSMUSP00000125218	10090.ENSMUSP00000089462	0	0	0	0	0	0.168	0	0.344	0.430
Mapk4	Lrrd1	2108273	2100042	10090.ENSMUSP00000089462	10090.ENSMUSP00000038675	0	0	0	0	0	0.168	0	0.344	0.430
Dusp7	Mapk4	2113393	2108273	10090.ENSMUSP00000126984	10090.ENSMUSP00000089462	0	0	0	0	0	0.357	0	0.150	0.430
Tardbp	Ubqlnl	2107284	2103228	10090.ENSMUSP00000081142	10090.ENSMUSP00000056365	0	0	0	0	0	0.405	0	0.082	0.430
Plekhg1	Actr3	2100391	2096947	10090.ENSMUSP00000040495	10090.ENSMUSP00000027579	0	0	0	0	0	0	0	0.429	0.429
Igf2	Pou5f1	2112474	2096242	10090.ENSMUSP00000114076	10090.ENSMUSP00000025271	0	0	0	0	0	0	0	0.429	0.429
Pecam1	Cdh2	2107015	2096201	10090.ENSMUSP00000079664	10090.ENSMUSP00000025166	0	0	0	0	0	0	0	0.429	0.429
Hopx	Tcf12	2107190	2099235	10090.ENSMUSP00000080630	10090.ENSMUSP00000034755	0	0	0	0	0	0.214	0	0.304	0.429
Ddx20	Ftsj3	2108109	2095054	10090.ENSMUSP00000088176	10090.ENSMUSP00000021048	0	0	0	0	0	0.368	0	0.133	0.428
Rpsa	Hsp90aa1	2099357	2095266	10090.ENSMUSP00000035105	10090.ENSMUSP00000021698	0	0	0	0	0	0.073	0	0.409	0.428
Ptprt	Mapk4	2111261	2108273	10090.ENSMUSP00000105071	10090.ENSMUSP00000089462	0	0	0	0	0	0.357	0	0.148	0.428
Nfu1	Txnl1	2098358	2096307	10090.ENSMUSP00000032060	10090.ENSMUSP00000025476	0	0	0	0	0	0	0	0.428	0.428
Hsp90b1	Txn2	2094799	2093698	10090.ENSMUSP00000020238	10090.ENSMUSP00000005487	0	0	0	0	0	0.333	0	0.178	0.428
Rab9	Actg2	2112960	2106112	10090.ENSMUSP00000123325	10090.ENSMUSP00000074658	0	0	0	0	0	0.048	0	0.423	0.427
Stam2	Vps4a	2110369	2099099	10090.ENSMUSP00000099820	10090.ENSMUSP00000034388	0	0	0	0	0	0.042	0	0.426	0.427
Uba3	Ubqlnl	2107932	2103228	10090.ENSMUSP00000086701	10090.ENSMUSP00000056365	0	0	0	0	0	0.348	0	0.158	0.427
Gm7536	Papolg	2106465	2094891	10090.ENSMUSP00000076607	10090.ENSMUSP00000020513	0	0	0	0	0	0	0	0.427	0.427
Prkg1	Hsp90aa1	2105868	2095266	10090.ENSMUSP00000073268	10090.ENSMUSP00000021698	0	0	0	0	0	0.103	0	0.388	0.427
Gm8420	Rps23	2114162	2102909	10090.ENSMUSP00000131518	10090.ENSMUSP00000054490	0	0	0	0	0	0.423	0	0.049	0.427
Uba3	Rad23a	2107932	2093554	10090.ENSMUSP00000086701	10090.ENSMUSP00000003911	0	0	0	0	0	0.348	0	0.158	0.427
Gm5093	Rplp1	2113554	2093941	10090.ENSMUSP00000127966	10090.ENSMUSP00000008036	0	0	0	0	0	0.413	0	0.063	0.426
Gm10036	Rplp1	2106844	2093941	10090.ENSMUSP00000078670	10090.ENSMUSP00000008036	0	0	0	0	0	0.413	0	0.063	0.426
Gm7589	Rplp1	2107473	2093941	10090.ENSMUSP00000082771	10090.ENSMUSP00000008036	0	0	0	0	0	0.413	0	0.063	0.426
Gnai1	Hsp90aa1	2106032	2095266	10090.ENSMUSP00000074259	10090.ENSMUSP00000021698	0	0	0	0	0	0.368	0	0.130	0.426
Lrrc61	Cnot1	2110093	2104406	10090.ENSMUSP00000098979	10090.ENSMUSP00000063565	0	0	0	0	0	0.388	0	0.099	0.425
Cnot1	Lrrd1	2104406	2100042	10090.ENSMUSP00000063565	10090.ENSMUSP00000038675	0	0	0	0	0	0.388	0	0.099	0.425
Gale	Rpa1	2110264	2093147	10090.ENSMUSP00000099599	10090.ENSMUSP00000000767	0	0	0	0	0	0	0	0.425	0.425
Cnot1	Shoc2	2104406	2096464	10090.ENSMUSP00000063565	10090.ENSMUSP00000025932	0	0	0	0	0	0.388	0	0.099	0.425
Cnot1	Rtn4rl2	2104406	2103442	10090.ENSMUSP00000063565	10090.ENSMUSP00000057725	0	0	0	0	0	0.388	0	0.099	0.425
Lrrc8b	Cnot1	2111685	2104406	10090.ENSMUSP00000108327	10090.ENSMUSP00000063565	0	0	0	0	0	0.388	0	0.099	0.425
Cnot1	Cep97	2104406	2095784	10090.ENSMUSP00000063565	10090.ENSMUSP00000023270	0	0	0	0	0	0.388	0	0.099	0.425
Cnot1	Lgr5	2104406	2094842	10090.ENSMUSP00000063565	10090.ENSMUSP00000020350	0	0	0	0	0	0.388	0	0.099	0.425
Lrrc8b	Lrrc61	2111685	2110093	10090.ENSMUSP00000108327	10090.ENSMUSP00000098979	0	0	0	0	0	0.045	0	0.423	0.425
Lrrc4c	Cnot1	2113123	2104406	10090.ENSMUSP00000125218	10090.ENSMUSP00000063565	0	0	0	0	0	0.388	0	0.099	0.425
Xrcc5	Hsp90aa1	2096880	2095266	10090.ENSMUSP00000027379	10090.ENSMUSP00000021698	0	0	0	0	0	0.112	0	0.379	0.424
Dnajb3	Sugt1	2112276	2102636	10090.ENSMUSP00000112703	10090.ENSMUSP00000052942	0	0	0	0	0	0.145	0	0.354	0.424
